"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Bercy - Villot","48,841795009027","2,3767850184816","Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286",7,0,7
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Belleville - Télégraphe","48,8756045","2,3995549",7,0,7
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",9,0,9
"Roquette - Thiéré","48,8550793057951","2,37336863187215","Pyrénées - Charles Renouvier","48,8609593322922","2,40042185204211",7,0,7
"Chausson - Gabriel Péri","48,9218910034811","2,29523062705994","Hoche - Tilsitt","48,874836457837","2,2971323132515",8,3,5
"Square Bela Bartok","48,851201568304","2,28465367108583","Général Martial Valin - Pont du Garigliano","48,8382309426914","2,27050602436066",4,0,4
"Rond-Point Rhin et Danube","48,8404528209918","2,22802251577377","Jean Bologne - Passy","48,8575668897845","2,28002739530677",6,0,6
"Félix Faure - Lourmel","48,8386890170951","2,28180818259716","Place du Moulin de Javel","48,84021670922","2,2716060653329",13,2,11
"Marcelin Berthelot","48,8415473058801","2,23316162824631","Porte Molitor","48,8452476351143","2,25690152496099",6,0,6
"Ledru-Rollin - Charonne","48,8534585560724","2,37724635819471","Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",11,0,11
"Henry Farman","48,8337243028055","2,27138545364141","Galilée - Vernet","48,871715878697","2,2985444962978",3,1,2
"Place Denfert-Rochereau","48,8432525362867","2,24598795175552","Place Nelson Mandela","48,8978743181806","2,21828207373619",6,0,6
"Place Violet","48,844878938365","2,29057565331459","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",13,2,11
"Desaix - Edgar Faure","48,8528046049403","2,29307702985722","Lauriston - Copernic","48,86926","2,289918",6,0,6
"Jouffroy d'Abbans - Wagram","48,8819732983516","2,30113215744495","Alfred Roll - Berthier","48,8878085705287","2,30009529817631",8,5,3
"Hôtel de Ville de Nanterre","48,8923718982504","2,20554895699024","Pesaro - Préfecture","48,89577046284","2,22390834242105",5,0,5
"Place Saint-Just","48,7903795187243","2,3895226791501","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",13,8,5
"Conservatoire de Musique","48,770935866676","2,40340143442154","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,7,6
Mutualité,"48,848225572724","2,3502873256803","Montparnasse -  Square Ozanam","48,843310567822","2,3265242949128",9,0,9
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445","Pau Casals - Neuve Tolbiac","48,8311602","2,3774395",13,3,10
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Mozart - Jasmin","48,8528612487169","2,26848357065151",4,0,4
"Gare de Clichy-Levallois ","48,8967982748199","2,29846805334091","Marie-Georges Picquart - Pereire","48,8886366934971","2,31117065995932",8,5,3
"Keller - La Roquette","48,8555508","2,3752778","Gare d'Austerlitz - Pont Charles de Gaulle","48,8423198301093","2,36703000962734",13,0,13
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",14,3,11
"Froment - Bréguet","48,8570414504784","2,37289470306807","Buzenval - Avron","48,8516172049987","2,40151359730767",12,0,12
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",11,0,11
"Montgallet - Charenton","48,842647778701","2,3861649278137","Gare de Bercy","48,839794573906","2,3826066032052",10,0,10
"Place Balard","48,836395736424","2,2784192115068","Murat - Porte de Saint-Cloud","48,837508626213","2,25776519626379",6,0,6
"Mairie de La Garenne Colombes","48,9066382346868","2,24679596722126","Square Gilbert Thomain","48,9071737380928","2,26954009383917",6,0,6
"Emeriau - Beaugrenelle","48,8479124971494","2,28430598974228","Maine - Antoine Bourdelle","48,8430853174659","2,32026394678474",4,0,4
"La Motte-Picquet - La Tour Maubourg","48,8572316","2,3094136","Pasteur - Cotentin","48,8389284","2,316356",9,0,9
"François Truffaut - Saint Emilion","48,8337235434481","2,38660190327143","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",13,1,12
"Saint-Antoine Sévigné","48,8550222","2,3612322","Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",12,0,12
"Parc André Citroën","48,8406399442967","2,27806180715561","Odessa - Départ","48,842885590081","2,3244281485677",6,0,6
"Volontaire - Lecourbe","48,8435137879902","2,3065522313118","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",13,1,12
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277","Château - Place de Catalogne","48,836805542262","2,3185293003917",13,4,9
"Jean-Baptiste Charcot - Sainte-Geneviève","48,9031088372157","2,2788929566741","Dunkerque - Rocroy","48,880726","2,351464",6,1,5
"Verdun - Carnot","48,8084393760649","2,37379521131516","Porte d'Ivry","48,8217687475965","2,36887067556381",14,7,7
"Victor Cresson - Telles de la Poterie","48,822698842979","2,2686498274964","Charles de Gaulle - Plateau de Vanves","48,8223308897326","2,29857180341289",13,1,12
"Legendre - Dulong","48,8853251694029","2,31642376631498","Gare Saint-Lazare - Place de Budapest","48,877753","2,327339",8,5,3
"Gabriel Lamé","48,8351212784276","2,38553456962109","Porte de Charenton","48,8312401058564","2,39891074597836",16,0,16
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",13,1,12
"Suffren - Champ de Mars","48,8547194","2,2952168","Saint-Placide - Cherche Midi","48,8490535919234","2,32531797140837",3,0,3
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Place du Docteur Yersin","48,8201049499198","2,37255837768316",13,5,8
"Jacques Callot - Mazarine","48,8552801753319","2,33757432550192","Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",6,0,6
"Jacques Callot - Mazarine","48,8552801753319","2,33757432550192","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",3,0,3
"Place des Droits de l'Enfant","48,8274804","2,3319217","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",13,9,4
"Square Cambronne","48,8475665452597","2,30256915092468","Gare du Nord - Denain","48,879595787608","2,3544725775719",6,0,6
"Parvis Corentin Celton","48,8274725252273","2,27843195199966","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",13,1,12
"Jussieu - Fossés Saint-Bernard","48,8471855100235","2,35348585993052","Place de la Porte de Châtillon","48,8242469","2,3186306",13,0,13
