"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613",Bercy.,"48,839966914994","2,3788625746965",9,2,7
"Place de l'Europe - Alfortville","48,7891370240584","2,42848008871079","Porte d'Ivry","48,8217687475965","2,36887067556381",13,4,9
"Marne - Charles de Gaulle","48,8150717195444","2,41216689348221","Bézout - Général Leclerc","48,8288480450244","2,3285973072052",9,2,7
"Pierre Joseph Desault","48,8211023080037","2,37877540290356","Gare de Lyon - Chalon","48,845666194202","2,3741452395916",13,3,10
"Jussieu - Fossés Saint-Bernard","48,8471855100235","2,35348585993052","Odessa - Départ","48,842885590081","2,3244281485677",9,0,9
"Square du Bataclan","48,8633762","2,3711327","Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",10,4,6
"Pierre Sarrazin - Saint-Michel","48,8509081463977","2,34213072806597","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",9,0,9
"Convention - Saint-Charles","48,843156111116","2,28310905396938","Maine - Jean Zay","48,837925263898","2,3225428909063",9,0,9
"Place de la République - Voltaire","48,866830968942","2,3654810339212","Gare du Nord - Denain","48,879595787608","2,3544725775719",5,2,3
"Convention - Lourmel","48,8420550416557","2,28599108755589","Château - Place de Catalogne","48,836805542262","2,3185293003917",9,3,6
"Place de la République - Temple","48,867211201859","2,3635464370545","Pyrénées - Ménilmontant","48,8693268535238","2,39508457481861",10,0,10
"Jussieu - Fossés Saint-Bernard","48,8471855100235","2,35348585993052","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,3,10
"Place de la Montagne du Goulet","48,8443415","2,2773844","Duhamel - André Gide","48,8365662244334","2,31270712109741",4,0,4
"Sommerard - Saint-Jacques","48,8503104329245","2,34501583529859","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",8,0,8
"Mairie du 12ème","48,840855311763","2,3875549435616","Louis Lumière - Porte de Bagnolet","48,8643113600001","2,41052102297544",9,3,6
"Saint-Germain - Thenard","48,850571","2,3471015","Gare de Bercy","48,839794573906","2,3826066032052",9,0,9
"Richard Lenoir - Voltaire","48,86164273878","2,3727491497993","Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",10,0,10
"Sommerard - Saint-Jacques","48,8503104329245","2,34501583529859","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",9,0,9
"Saint-Germain - Thenard","48,850571","2,3471015","Odessa - Départ","48,842885590081","2,3244281485677",10,0,10
"Saint-Denis - Rivoli","48,859059340842","2,3476943001151","Faubourg Poissonnière - Dunkerque","48,8808834454044","2,34993427991867",10,3,7
"Convention - Lourmel","48,8420550416557","2,28599108755589","René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",4,0,4
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Gare du Nord - Denain","48,879595787608","2,3544725775719",10,2,8
"Parc André Citroën","48,8406399442967","2,27806180715561","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",9,0,9
"Pierre Sarrazin - Saint-Michel","48,8509081463977","2,34213072806597","Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",13,1,12
"Place de la Montagne du Goulet","48,8443415","2,2773844","Château - Place de Catalogne","48,836805542262","2,3185293003917",9,2,7
"Bara - Henri Farman","48,8332180274578","2,26775676012039","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",9,4,5
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",8,0,8
"Sommerard - Saint-Jacques","48,8503104329245","2,34501583529859","Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",9,0,9
"Convention - Lourmel","48,8420550416557","2,28599108755589","Vaugirard - Pasteur","48,840408688035","2,3154367133975",4,0,4
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Gare du Nord - Saint-Vincent de Paul","48,880955741648","2,3524305148385",6,0,6
"Parc André Citroën","48,8406399442967","2,27806180715561","Jourdan - Monticelli","48,822032","2,329095",11,0,11
"Faubourg Du Temple - Republique","48,867872484749","2,3648982158072","Belleville - Pyrénées","48,8741908","2,3860039",10,0,10
"Grenelle - Violet","48,8499303551215","2,29461204260588","Maine - Jean Zay","48,837925263898","2,3225428909063",12,3,9
"Danielle Casanova - Place Vendôme","48,8682664982233","2,33048390597105","Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",11,0,11
"Charles Frérot - Albert Guilpin","48,8155839183714","2,35050290822983","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",9,2,7
"Convention - Lourmel","48,8420550416557","2,28599108755589","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",9,0,9
"Parc André Citroën","48,8406399442967","2,27806180715561","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",4,0,4
"Bara - Henri Farman","48,8332180274578","2,26775676012039","Odessa - Départ","48,842885590081","2,3244281485677",9,3,6
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",9,0,9
"Place Fernand Forest","48,8492691438359","2,28186316788197","Vaugirard - Pasteur","48,840408688035","2,3154367133975",8,0,8
"Square Saint-Ambroise","48,860934","2,375841","Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",10,0,10
"Convention - Lourmel","48,8420550416557","2,28599108755589","Place de la Porte de Châtillon","48,8242469","2,3186306",4,0,4
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Damrémont - Caulaincourt","48,8871450907874","2,33258809894323",4,1,3
